base,tabela,coluna,cd_conta,nm_conta,identificador_conta,conta
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.90.91.00,Sentenças Judiciais,siconfi-cor_DO3.1.90.91.00.00,3.1.90.91.00 - Sentenças Judiciais
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.90.92.00,Despesas de Exercícios Anteriores,siconfi-cor_DO3.1.90.92.00.00,3.1.90.92.00 - Despesas de Exercícios Anteriores
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.90.94.00,Indenizações e Restituições Trabalhistas,siconfi-cor_DO3.1.90.94.00.00,3.1.90.94.00 - Indenizações e Restituições Trabalhistas
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.90.96.00,Ressarcimento de Despesas de Pessoal Requisitado,siconfi-cor_DO3.1.90.96.00.00,3.1.90.96.00 - Ressarcimento de Despesas de Pessoal Requisitado
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.90.99.00,A Classificar,siconfi-cor_DO3.1.90.99.00.00,3.1.90.99.00 - A Classificar
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.00.00,"Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",siconfi-cor_DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social"
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.04.00,Contratação por Tempo Determinado,siconfi-cor_DI3.1.91.04.00.00,3.1.91.04.00 - Contratação por Tempo Determinado
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.08.00,Outros Benefícios Assistenciais do Servidor e do Militar,siconfi-cor_DI3.1.91.08.00.00,3.1.91.08.00 - Outros Benefícios Assistenciais do Servidor e do Militar
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.00,Contribuições Patronais,siconfi-cor_DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.02,Contribuições previdenciárias - INSS,siconfi-cor_DI3.1.91.13.02.00,3.1.91.13.02 - Contribuições previdenciárias - INSS
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.04,Contribuição de salário-educação,siconfi-cor_DI3.1.91.13.04.00,3.1.91.13.04 - Contribuição de salário-educação
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.08,Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,siconfi-cor_DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.09,Seguros de acidentes do trabalho,siconfi-cor_DI3.1.91.13.09.00,3.1.91.13.09 - Seguros de acidentes do trabalho
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.10,Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano previdenciário,siconfi-cor_DI3.1.91.13.10.00,3.1.91.13.10 - Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano previdenciário
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.11,Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro,siconfi-cor_DI3.1.91.13.11.00,3.1.91.13.11 - Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.12,Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano financeiro,siconfi-cor_DI3.1.91.13.12.00,3.1.91.13.12 - Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano financeiro
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.20,Alíquota suplementar de contribuição previdenciária - pessoal ativo - plano previdenciário,siconfi-cor_DI3.1.91.13.20.00,3.1.91.13.20 - Alíquota suplementar de contribuição previdenciária - pessoal ativo - plano previdenciário
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.21,Alíquota suplementar de contribuição previdenciária - pessoal inativo e pensionista - plano previdenciário,siconfi-cor_DI3.1.91.13.21.00,3.1.91.13.21 - Alíquota suplementar de contribuição previdenciária - pessoal inativo e pensionista - plano previdenciário
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.22,Alíquota suplementar de contribuição previdenciária - pessoal ativo - plano financeiro,siconfi-cor_DI3.1.91.13.22.00,3.1.91.13.22 - Alíquota suplementar de contribuição previdenciária - pessoal ativo - plano financeiro
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.23,Alíquota suplementar de contribuição previdenciária - pessoal inativo e pensionista - plano financeiro,siconfi-cor_DI3.1.91.13.23.00,3.1.91.13.23 - Alíquota suplementar de contribuição previdenciária - pessoal inativo e pensionista - plano financeiro
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.13.99,Outras Obrigações Patronais - Intraorçamentária,siconfi-cor_DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.86.00,Compensações a Regimes de Previdência,siconfi-cor_DI3.1.91.86.00.00,3.1.91.86.00 - Compensações a Regimes de Previdência
despesas_2025,Despesas Orçamentárias (Anexo I-D),Inscrição de Restos a Pagar Processados,3.1.91.91.00,Sentenças Judiciais,siconfi-cor_DI3.1.91.91.00.00,3.1.91.91.00 - Sentenças Judiciais
